STUDY_ID,EVENT_ID,STAT_ID,STAT_ARRIV,DEPTH_MARKER,ORDERED_DEPTH_CODE,SAMPLE_ID,PROFILE_DEPTH,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY,DISS_OXYGEN,PCT_SAT,FLUORESCENCE,FLU_RAW,SAL,SIGMA_T,TEMP,TRANS,PH,LATITUDE,LONGITUDE,VAL_QUAL,Data Source
BWQM,WN173,F13,24-APR-2017 07:04:43,B,B,WN173034,6.39,5.33,6.33,32.1,10.7,108.5,1.808,1.83,31.38,24.55,7.148,1.203,8.227,42.2680015,-70.734169,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F13,24-APR-2017 07:04:43,C,C,WN173033,12.36,11.36,12.36,32.01,10.68,108.0,2.011,2.0,31.43,24.61,6.986,1.179,8.195,42.2680015,-70.734169,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F13,24-APR-2017 07:04:43,D,D,WN173032,17.23,16.23,17.23,31.89,10.5,105.6,1.925,1.928,31.5,24.7,6.75,1.195,8.166,42.2680015,-70.734169,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F13,24-APR-2017 07:04:43,E,E,WN173031,23.63,22.63,23.63,30.91,9.57,92.91,2.125,2.094,31.91,25.21,5.153,1.318,8.148,42.2681694,-70.7343368,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F06,24-APR-2017 08:04:40,A,A,WN173045,1.61,0.7,1.7,31.88,10.75,107.9,2.82,1.002,31.61,24.79,6.634,1.023,8.245,42.1698417,-70.5776519,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F06,24-APR-2017 08:04:40,C,B,WN173044,8.18,7.21,8.21,31.76,10.71,107.1,3.874,3.498,31.62,24.82,6.48,0.9989,8.236,42.1699905,-70.577156,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F06,24-APR-2017 08:04:40,B,C,WN173043,17.5,16.6,17.6,31.6,10.53,104.4,2.144,2.11,31.86,25.07,6.026,0.901,8.209,42.170166,-70.5768203,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F06,24-APR-2017 08:04:40,D,D,WN173042,23.27,22.26,23.26,30.96,10.34,100.1,1.054,1.187,32.13,25.4,4.982,0.8246,8.193,42.170166,-70.5768203,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F06,24-APR-2017 08:04:40,E,E,WN173041,30.32,29.33,30.33,30.53,10.01,95.42,0.7844,0.9503,32.29,25.61,4.29,0.9164,8.201,42.170166,-70.5768203,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F10,24-APR-2017 08:50:28,A,A,WN173055,1.63,0.64,1.64,32.45,11.01,112.4,2.312,0.6323,31.59,24.69,7.331,0.9206,8.295,42.2416572,-70.63768,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F10,24-APR-2017 08:50:28,C,B,WN173054,8.63,7.76,8.76,32.03,11.11,112.0,4.872,4.266,31.59,24.75,6.836,1.137,8.268,42.2416572,-70.63768,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F10,24-APR-2017 08:50:28,B,C,WN173053,16.89,15.93,16.93,31.38,10.37,102.3,2.544,2.438,31.76,25.01,5.87,0.9757,8.204,42.2416572,-70.63768,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F10,24-APR-2017 08:50:28,D,D,WN173052,26.23,25.31,26.31,30.59,9.96,95.4,1.002,1.141,32.13,25.45,4.535,0.9713,8.202,42.2416572,-70.6374893,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F10,24-APR-2017 08:50:28,E,E,WN173051,33.95,32.99,33.99,30.56,9.99,95.51,1.006,1.145,32.15,25.47,4.469,0.9772,8.22,42.2416572,-70.6374893,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F15,24-APR-2017 09:34:32,A,A,WN173063,1.64,0.64,1.64,32.16,11.45,116.1,4.666,1.487,31.45,24.61,7.139,0.9412,8.317,42.3151702,-70.728157,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F15,24-APR-2017 09:34:32,C,B,WN173062,8.66,7.76,8.76,31.98,11.37,114.7,6.202,5.263,31.46,24.64,6.92,1.122,8.289,42.3151702,-70.728012,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F15,24-APR-2017 09:34:32,B,C,WN173061,19.44,18.49,19.49,31.66,10.98,109.7,2.774,2.625,31.51,24.74,6.471,0.9513,8.247,42.3151702,-70.728012,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F15,24-APR-2017 09:34:32,D,D,WN173060,29.43,28.48,29.48,30.38,9.82,93.43,1.23,1.339,32.14,25.48,4.27,1.126,8.208,42.3151702,-70.7278213,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F15,24-APR-2017 09:34:32,E,E,WN17305F,38.03,37.13,38.13,30.46,9.9,94.11,4.179,3.735,32.32,25.64,4.185,1.339,8.235,42.3151702,-70.7278213,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N07,24-APR-2017 10:03:06,A,A,WN173073,1.68,0.76,1.76,32.22,10.94,111.6,2.479,0.45,31.25,24.41,7.434,0.8123,8.327,42.3558349,-70.7061691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N07,24-APR-2017 10:03:06,C,B,WN173072,11.14,10.2,11.2,32.08,11.36,115.0,4.343,3.862,31.45,24.62,7.044,1.055,8.288,42.3558349,-70.7061691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N07,24-APR-2017 10:03:06,B,C,WN173071,23.27,22.26,23.26,30.43,10.16,96.95,1.595,1.65,32.09,25.43,4.392,0.8413,8.214,42.3558349,-70.7061691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N07,24-APR-2017 10:03:06,D,D,WN173070,35.22,34.2,35.2,30.51,10.01,95.15,1.406,1.49,32.39,25.69,4.174,0.9422,8.22,42.3558349,-70.7061691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N07,24-APR-2017 10:03:06,E,E,WN17306F,47.33,46.27,47.27,30.55,9.92,94.39,3.983,3.583,32.4,25.7,4.2,1.27,8.233,42.3558349,-70.7062606,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N18,24-APR-2017 10:38:53,A,A,WN173081,1.64,0.7,1.7,32.24,10.84,111.1,2.389,0.5701,31.06,24.23,7.665,0.9354,8.311,42.3661575,-70.777832,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N18,24-APR-2017 10:38:53,B,B,WN173080,7.15,6.12,7.12,32.16,11.11,113.1,2.418,1.687,31.28,24.44,7.332,0.9203,8.291,42.3661575,-70.777832,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N18,24-APR-2017 10:38:53,C,C,WN17307F,14.52,13.37,14.37,31.09,10.45,102.5,3.086,2.876,31.66,24.96,5.626,0.9946,8.223,42.3661575,-70.777832,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N18,24-APR-2017 10:38:53,D,D,WN17307E,20.78,19.83,20.83,30.49,9.92,95.11,4.108,3.68,31.92,25.27,4.638,1.113,8.212,42.3661575,-70.777832,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N18,24-APR-2017 10:38:53,E,E,WN17307D,25.73,24.82,25.82,30.47,9.86,94.44,4.35,3.867,31.95,25.31,4.578,1.117,8.238,42.3661575,-70.777832,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N21,24-APR-2017 11:14:18,A,A,WN17308F,1.68,0.7,1.7,32.08,10.96,112.2,2.84,0.8889,30.89,24.1,7.659,0.9912,8.297,42.3875045,-70.7858505,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N21,24-APR-2017 11:14:18,B,B,WN17308E,8.6,7.58,8.58,31.87,10.95,110.5,3.122,2.904,31.3,24.51,6.96,0.9691,8.251,42.3875045,-70.7858505,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N21,24-APR-2017 11:14:18,C,C,WN17308D,16.56,15.62,16.62,30.34,9.81,94.06,2.515,2.415,31.7,25.1,4.683,1.155,8.152,42.3875045,-70.7858505,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N21,24-APR-2017 11:14:18,D,D,WN17308C,26.45,25.43,26.43,30.33,9.72,92.84,2.557,2.449,31.85,25.23,4.515,1.141,8.172,42.3875045,-70.7856979,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N21,24-APR-2017 11:14:18,E,E,WN17308B,33.25,32.38,33.38,30.38,9.77,92.78,2.851,2.687,32.23,25.57,4.169,1.091,8.196,42.3875045,-70.7856597,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F22,24-APR-2017 12:13:19,A,A,WN1730A1,1.68,0.76,1.76,31.49,11.02,111.8,3.401,1.36,30.54,23.86,7.355,1.018,8.308,42.4806594,-70.6183242,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F22,24-APR-2017 12:13:19,C,B,WN1730A0,15.76,14.59,15.59,32.01,10.93,110.7,5.954,5.079,31.31,24.5,7.108,1.058,8.251,42.4806594,-70.618164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F22,24-APR-2017 12:13:19,B,C,WN17309F,36.57,35.55,36.55,30.8,10.33,98.95,0.9647,1.109,32.46,25.72,4.445,0.7188,8.203,42.4804878,-70.618164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F22,24-APR-2017 12:13:19,D,D,WN17309E,56.2,55.23,56.23,30.95,10.17,97.6,0.4773,0.6763,32.55,25.78,4.527,0.7399,8.2,42.4804878,-70.618164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F22,24-APR-2017 12:13:19,E,E,WN17309D,76.6,75.52,76.52,30.75,9.75,92.95,0.4475,0.6495,32.62,25.87,4.206,1.653,8.206,42.480339,-70.618164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N04,24-APR-2017 13:08:35,A,A,WN1730AF,1.62,0.7,1.7,32.2,10.99,112.5,2.553,0.9641,30.89,24.08,7.668,0.9373,8.306,42.444828,-70.7373199,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N04,24-APR-2017 13:08:35,C,B,WN1730AE,12.23,11.42,12.42,31.8,11.16,112.8,7.975,6.55,31.09,24.33,7.105,1.154,8.282,42.4446601,-70.7371749,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N04,24-APR-2017 13:08:35,B,C,WN1730AD,25.14,24.21,25.21,30.31,10.16,96.3,1.46,1.536,32.26,25.6,4.069,0.8178,8.202,42.4446601,-70.7370147,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N04,24-APR-2017 13:08:35,D,D,WN1730AC,35.93,34.87,35.87,30.4,9.9,93.84,1.373,1.462,32.36,25.68,4.064,0.956,8.197,42.4445037,-70.7370147,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N04,24-APR-2017 13:08:35,E,E,WN1730AB,47.19,46.27,47.27,30.4,9.84,93.27,1.733,1.768,32.37,25.69,4.059,1.08,8.207,42.4445037,-70.736824,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N01,24-APR-2017 14:01:35,A,A,WN1730BD,1.6,0.64,1.64,33.18,10.71,113.0,1.65,0.586,30.89,23.91,8.986,0.9793,8.339,42.4198417,-70.8653411,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N01,24-APR-2017 14:01:35,C,B,WN1730BC,6.9,5.94,6.94,32.23,10.95,112.4,2.933,2.753,30.95,24.13,7.774,1.018,8.344,42.4198417,-70.8653411,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N01,24-APR-2017 14:01:35,B,C,WN1730BB,14.08,13.06,14.06,32.37,11.17,114.3,1.095,1.223,31.28,24.42,7.566,0.8671,8.319,42.4196701,-70.8651504,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N01,24-APR-2017 14:01:35,D,D,WN1730BA,21.17,20.13,21.13,30.93,9.7,94.27,1.033,1.168,31.86,25.16,5.226,1.254,8.226,42.4196701,-70.8651504,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,N01,24-APR-2017 14:01:35,E,E,WN1730B9,27.9,27.02,28.02,30.45,9.29,88.56,1.054,1.186,32.14,25.47,4.357,1.332,8.257,42.4194984,-70.8651504,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F23,24-APR-2017 14:46:24,A,A,WN1730CB,1.51,0.51,1.51,32.24,10.15,105.7,2.668,1.317,30.25,23.46,8.602,2.321,8.325,42.3394966,-70.9410018,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F23,24-APR-2017 14:46:24,B,B,WN1730CA,7.34,6.3,7.3,32.28,10.12,105.4,1.982,1.976,30.3,23.5,8.583,2.33,8.317,42.3393363,-70.9411697,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F23,24-APR-2017 14:46:24,C,C,WN1730C9,13.34,12.39,13.39,32.43,10.04,104.6,1.784,1.811,30.51,23.67,8.524,2.278,8.312,42.3391685,-70.9411697,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F23,24-APR-2017 14:46:24,D,D,WN1730C8,19.46,18.42,19.42,32.46,10.04,104.5,1.765,1.794,30.55,23.71,8.506,2.269,8.308,42.3390464,-70.9413223,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F23,24-APR-2017 14:46:24,E,E,WN1730C7,25.26,24.15,25.15,32.48,10.01,104.2,1.795,1.819,30.58,23.73,8.496,2.286,8.307,42.3389968,-70.9414596,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F13,16-MAY-2017 07:13:00,A,A,WN174028,1.65,0.52,1.52,31.39,9.94,103.7,3.604,2.145,29.03,22.44,9.006,1.261,8.204,42.2686729,-70.7339248,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F13,16-MAY-2017 07:13:00,B,B,WN174027,7.85,6.49,7.49,31.37,9.91,103.2,3.224,3.598,29.04,22.46,8.967,1.285,8.2,42.2687454,-70.7342224,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F13,16-MAY-2017 07:13:00,C,C,WN174026,13.09,12.15,13.15,31.72,9.74,102.1,2.91,3.292,29.2,22.55,9.205,1.374,8.191,42.2688674,-70.7346343,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F13,16-MAY-2017 07:13:00,D,D,WN174025,18.29,17.45,18.45,31.87,9.63,101.1,2.423,2.814,29.35,22.67,9.21,1.45,8.18,42.2689628,-70.7351074,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F13,16-MAY-2017 07:13:00,E,E,WN174024,23.01,22.08,23.08,32.08,9.2,95.04,0.9044,1.288,30.39,23.63,8.229,1.636,8.159,42.2691078,-70.735588,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F06,16-MAY-2017 08:00:58,A,A,WN174035,1.75,0.82,1.82,31.97,9.84,102.9,3.4,1.42,29.64,22.93,8.982,1.297,8.211,42.1690864,-70.5766601,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F06,16-MAY-2017 08:00:58,B,B,WN174034,8.96,7.83,8.83,31.93,9.83,102.7,3.408,3.776,29.65,22.95,8.914,1.291,8.21,42.1692504,-70.5768661,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F06,16-MAY-2017 08:00:58,C,C,WN174033,14.04,13.13,14.13,31.93,9.8,102.3,3.441,3.808,29.69,22.99,8.868,1.257,8.207,42.1694335,-70.5770416,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F06,16-MAY-2017 08:00:58,D,D,WN174032,19.52,18.67,19.67,32.15,9.72,101.9,3.61,3.972,29.78,23.03,9.034,1.278,8.204,42.1695747,-70.5771942,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F06,16-MAY-2017 08:00:58,E,E,WN174031,26.19,25.19,26.19,32.57,9.49,100.1,1.546,1.94,30.06,23.22,9.206,1.241,8.192,42.169712,-70.5774002,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F10,16-MAY-2017 08:35:47,A,A,WN174043,1.73,0.82,1.82,31.85,9.8,102.9,2.965,1.168,29.29,22.61,9.269,1.267,8.211,42.2408523,-70.63488,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F10,16-MAY-2017 08:35:47,C,B,WN174042,7.59,6.79,7.79,31.77,9.8,102.7,3.47,3.344,29.31,22.64,9.138,1.288,8.207,42.2410163,-70.6351394,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F10,16-MAY-2017 08:35:47,B,C,WN174041,15.12,13.98,14.98,32.14,9.55,100.6,1.78,2.175,29.49,22.76,9.363,1.339,8.194,42.2412185,-70.6355056,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F10,16-MAY-2017 08:35:47,D,D,WN174040,21.75,20.8,21.8,32.0,9.38,96.5,0.8426,1.225,30.51,23.75,7.987,1.255,8.144,42.2415504,-70.6360244,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F10,16-MAY-2017 08:35:47,E,E,WN17403F,28.88,28.06,29.06,31.16,9.42,92.63,0.3364,0.6998,31.58,24.87,5.792,1.248,8.16,42.2417678,-70.6364746,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F15,16-MAY-2017 09:13:52,A,A,WN174053,1.41,0.46,1.46,32.18,9.96,104.6,2.393,1.34,29.75,22.99,9.114,1.17,8.208,42.3142089,-70.7247161,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F15,16-MAY-2017 09:13:52,C,B,WN174052,8.53,7.46,8.46,32.32,9.88,103.0,2.643,2.652,30.29,23.49,8.646,1.089,8.192,42.314392,-70.7250976,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F15,16-MAY-2017 09:13:52,B,C,WN174051,18.9,17.88,18.88,32.1,9.89,102.1,1.361,1.753,30.46,23.69,8.168,0.8921,8.157,42.31464,-70.7255859,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F15,16-MAY-2017 09:13:52,D,D,WN174050,26.68,25.8,26.8,31.25,9.19,91.08,0.5291,0.901,31.32,24.63,6.182,1.215,8.115,42.3148612,-70.7260665,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F15,16-MAY-2017 09:13:52,E,E,WN17404F,33.94,32.87,33.87,30.78,9.23,89.44,0.1746,0.5299,31.8,25.13,5.103,1.3,8.14,42.3149986,-70.7264328,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N07,16-MAY-2017 09:39:22,A,A,WN174063,1.34,0.4,1.4,31.83,10.01,104.6,2.29,0.8419,29.53,22.84,8.951,1.115,8.205,42.3568305,-70.7074356,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N07,16-MAY-2017 09:39:22,C,B,WN174062,7.45,6.24,7.24,32.41,9.85,102.7,3.209,2.512,30.41,23.58,8.614,1.039,8.188,42.3568534,-70.7073974,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N07,16-MAY-2017 09:39:22,B,C,WN174061,20.13,19.16,20.16,31.81,10.03,101.1,0.927,1.312,31.28,24.5,6.906,0.8332,8.141,42.3568305,-70.7073593,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N07,16-MAY-2017 09:39:22,D,D,WN174060,34.41,33.66,34.66,30.84,9.52,92.25,0.1635,0.5182,31.9,25.21,5.067,1.082,8.114,42.3568687,-70.7072753,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N07,16-MAY-2017 09:39:22,E,E,WN17405F,46.6,45.66,46.66,30.78,9.53,91.55,0.0327,0.3798,32.23,25.52,4.649,1.324,8.132,42.3568572,-70.7071914,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N18,16-MAY-2017 10:14:36,A,A,WN174078,1.53,0.52,1.52,32.41,9.89,104.2,1.003,0.7687,29.87,23.07,9.251,1.039,8.212,42.3648033,-70.7787704,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N18,16-MAY-2017 10:14:36,B,B,WN174077,6.41,5.33,6.33,32.25,9.9,103.1,2.531,2.541,30.23,23.44,8.634,1.115,8.207,42.3648872,-70.7788009,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N18,16-MAY-2017 10:14:36,C,C,WN174076,11.99,11.0,12.0,32.35,9.84,102.4,2.207,2.6,30.45,23.63,8.499,0.9861,8.197,42.3649864,-70.7788238,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N18,16-MAY-2017 10:14:36,D,D,WN174075,18.05,16.84,17.84,32.23,9.81,101.1,1.255,1.646,30.71,23.9,8.045,0.8947,8.187,42.3650474,-70.7788925,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N18,16-MAY-2017 10:14:36,E,E,WN174074,25.85,25.07,26.07,31.78,9.78,99.39,0.8217,1.203,30.83,24.09,7.361,0.8777,8.188,42.3651924,-70.7789306,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N21,16-MAY-2017 10:47:43,A,A,WN174086,1.45,0.46,1.46,31.95,10.03,105.5,2.324,0.8731,29.37,22.67,9.291,1.135,8.217,42.3877754,-70.7859954,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N21,16-MAY-2017 10:47:43,C,B,WN174085,8.72,7.71,8.71,32.21,10.02,104.2,3.091,3.272,30.28,23.49,8.522,1.117,8.213,42.3878402,-70.7859954,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N21,16-MAY-2017 10:47:43,B,C,WN174084,17.05,15.99,16.99,32.46,9.94,103.4,1.804,2.2,30.58,23.74,8.469,0.9598,8.197,42.3879432,-70.7859954,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N21,16-MAY-2017 10:47:43,D,D,WN174083,24.99,24.16,25.16,31.88,9.8,100.2,1.116,1.504,30.64,23.89,7.699,0.9583,8.172,42.3880615,-70.7859954,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N21,16-MAY-2017 10:47:43,E,E,WN174082,32.81,31.83,32.83,31.28,9.65,95.83,0.5095,0.8805,31.26,24.57,6.283,0.9685,8.184,42.3881835,-70.7860031,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F22,16-MAY-2017 11:45:16,A,A,WN174098,1.83,0.76,1.76,31.91,10.05,105.9,1.761,1.308,29.23,22.54,9.419,1.207,8.211,42.478218,-70.6170349,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F22,16-MAY-2017 11:45:16,C,B,WN174097,7.91,6.85,7.85,31.5,9.97,103.0,2.199,2.592,29.63,23.0,8.423,1.084,8.194,42.4783935,-70.6171951,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F22,16-MAY-2017 11:45:16,B,C,WN174096,28.4,27.45,28.45,31.32,9.96,101.5,1.07,1.458,29.98,23.37,7.769,0.9663,8.169,42.4785499,-70.6173934,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F22,16-MAY-2017 11:45:16,D,D,WN174095,50.67,49.87,50.87,30.86,10.22,98.94,0.4118,0.7787,31.97,25.27,5.012,0.7594,8.145,42.4786949,-70.617546,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F22,16-MAY-2017 11:45:16,E,E,WN174094,77.43,76.38,77.38,30.91,9.63,92.51,-0.0519,0.2899,32.45,25.7,4.562,0.9637,8.146,42.4788703,-70.6177825,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N04,16-MAY-2017 12:24:57,A,A,WN1740A5,1.74,0.76,1.76,32.13,10.1,106.8,2.305,1.136,29.37,22.64,9.508,1.162,8.206,42.4434051,-70.7376556,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N04,16-MAY-2017 12:24:57,C,B,WN1740A4,11.2,10.14,11.14,31.7,10.09,104.2,2.941,3.323,29.88,23.2,8.367,1.215,8.198,42.4434127,-70.7376708,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N04,16-MAY-2017 12:24:57,B,C,WN1740A3,23.19,22.15,23.15,31.96,9.94,103.0,1.607,2.001,30.1,23.37,8.413,0.9768,8.174,42.4434242,-70.7376861,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N04,16-MAY-2017 12:24:57,D,D,WN1740A2,37.15,36.04,37.04,30.83,10.1,98.06,0.2841,0.6451,31.77,25.1,5.193,0.8237,8.14,42.4434776,-70.737709,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N04,16-MAY-2017 12:24:57,E,E,WN1740A1,48.16,47.19,48.19,30.78,9.58,92.2,-0.0011,0.3439,32.13,25.43,4.753,0.9711,8.152,42.4435005,-70.7377471,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N01,16-MAY-2017 13:00:15,A,A,WN1740B4,1.67,0.64,1.64,32.47,9.85,105.9,2.79,1.308,29.0,22.21,10.39,1.275,8.216,42.4181365,-70.8655624,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N01,16-MAY-2017 13:00:15,C,B,WN1740B3,8.24,7.1,8.1,31.84,10.03,105.6,5.335,5.157,29.19,22.51,9.371,1.523,8.212,42.4182167,-70.8655929,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N01,16-MAY-2017 13:00:15,B,C,WN1740B2,15.99,14.96,15.96,31.8,9.86,102.5,1.736,2.131,29.7,23.02,8.692,0.9925,8.184,42.418354,-70.8656158,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N01,16-MAY-2017 13:00:15,D,D,WN1740B1,23.09,22.08,23.08,31.57,9.73,99.18,0.8834,1.267,30.38,23.7,7.627,0.9714,8.151,42.4185218,-70.8657073,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,N01,16-MAY-2017 13:00:15,E,E,WN1740B0,29.61,28.54,29.54,31.19,9.31,92.09,0.4604,0.8294,31.33,24.64,6.102,1.205,8.157,42.4186477,-70.8657302,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F23,16-MAY-2017 13:36:23,A,A,WN1740C2,1.71,0.76,1.76,32.92,9.71,105.4,5.881,2.795,29.15,22.26,10.77,2.235,8.226,42.3380126,-70.9423904,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F23,16-MAY-2017 13:36:23,B,B,WN1740C1,7.97,6.98,7.98,32.63,9.58,103.0,4.621,4.939,29.2,22.37,10.34,2.187,8.222,42.3381538,-70.9422454,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F23,16-MAY-2017 13:36:23,C,C,WN1740C0,13.99,13.01,14.01,32.64,9.56,102.8,4.109,4.45,29.2,22.38,10.34,2.188,8.217,42.3382492,-70.9421234,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F23,16-MAY-2017 13:36:23,D,D,WN1740BF,19.92,18.92,19.92,32.65,9.44,101.5,3.503,3.868,29.24,22.41,10.3,2.155,8.214,42.3383216,-70.9420242,,MWRA_MassBay_upcast_2017-202205
BWQM,WN174,F23,16-MAY-2017 13:36:23,E,E,WN1740BE,26.7,25.74,26.74,32.63,9.39,100.9,3.452,3.819,29.25,22.43,10.26,2.241,8.216,42.3384361,-70.9419021,,MWRA_MassBay_upcast_2017-202205
BWQM,WN175,F13,13-JUN-2017 07:00:50,A,A,WN175025,1.55,0.52,1.52,37.3,9.26,110.9,1.679,1.102,29.73,21.86,15.26,1.084,8.105,42.2686347,-70.7336273,,MWRA_MassBay_upcast_2017-202205
BWQM,WN175,F13,13-JUN-2017 07:00:50,B,B,WN175024,6.28,5.21,6.21,35.56,9.4,107.8,2.318,2.361,29.79,22.33,13.14,1.081,8.088,42.2686157,-70.7337112,,MWRA_MassBay_upcast_2017-202205
BWQM,WN175,F13,13-JUN-2017 07:00:50,C,C,WN175023,10.96,9.96,10.96,34.31,8.45,93.47,3.077,3.591,29.99,22.81,11.39,1.342,8.053,42.2686195,-70.7337875,,MWRA_MassBay_upcast_2017-202205
